delta
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
0
0
4
4
0
0
4
4
0
4
0
4
0
0
4
0
0
4
4
4
4
4
0
0
4
0
0
4
4
0
0
4
0
4
0
4
0
4
4
0
0
4
4
4
4
4
16
4
-12
4
4
4
-4
4
176
4
4
4
4
108
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
4
4
0
0
4
4
0
0
4
0
0
4
4
0
4
4
0
4
0
0
4
4
0
4
0
0
4
4
4
0
4
0
4
0
4
4
0
0
4
0
4
4
0
0
4
0
0
4
0
4
20
-8
12
4
-20
20
-20
20
-12
-8
24
-20
12
-12
264
4
4
4
4
4
-176
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
4
0
4
0
0
4
0
0
4
4
0
4
4
4
0
0
4
4
0
0
4
0
4
4
0
4
0
4
0
0
4
0
4
0
0
4
0
0
4
0
0
16
0
-8
8
16
-16
-8
16
8
0
-20
8
0
-8
136
4
4
4
-68
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
4
0
0
4
0
0
4
4
0
0
4
4
0
4
0
4
0
4
4
4
0
0
4
4
4
0
0
4
4
0
0
4
0
0
4
0
4
4
4
4
0
4
4
0
4
4
0
16
-8
0
0
12
-12
4
4
168
4
4
4
4
4
-372
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
4
4
0
0
4
0
4
0
0
4
0
0
4
0
0
4
0
0
4
0
4
4
0
4
4
0
0
4
4
4
4
0
4
0
4
0
0
4
0
4
4
4
4
0
4
0
0
4
0
4
0
0
8
12
-12
0
4
8
-4
-8
240
4
4
4
4
4
4
-208
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
4
0
0
4
4
0
0
4
0
4
0
0
4
0
4
0
4
0
4
0
0
4
0
0
4
4
0
0
4
0
4
32
0
-4
-8
8
-12
8
0
-12
0
-4
0
12
0
108
4
4
4
4
-204
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
0
4
0
4
0
4
0
0
4
4
0
4
0
4
4
0
0
4
4
4
0
0
4
0
0
4
0
0
4
0
0
4
0
0
24
-12
4
4
8
0
-12
4
-8
12
-4
0
220
4
4
4
4
4
40
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
0
0
4
4
4
0
4
0
0
4
0
4
0
0
4
0
0
4
4
0
0
4
0
4
0
4
28
-4
-16
12
12
-4
-20
24
0
-20
16
-12
8
-4
228
4
4
4
4
4
4
104
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
4
4
4
0
0
4
0
4
4
4
0
4
0
4
4
4
4
0
4
4
0
4
0
4
0
4
0
0
4
0
4
0
0
4
0
0
4
0
0
4
0
0
4
0
4
0
4
4
0
4
4
0
0
12
24
-24
20
-24
16
4
4
-12
20
-8
-20
20
0
-12
12
8
-4
216
4
4
4
4
4
-376
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
4
0
4
4
4
4
0
0
4
4
4
0
0
4
0
4
0
4
0
0
4
0
4
4
0
0
4
4
0
4
0
0
20
16
-8
-4
-12
8
8
12
-32
24
4
4
-20
-8
4
20
0
-8
100
4
4
-16
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
4
0
0
4
0
4
4
4
0
4
0
0
4
0
0
4
0
4
4
0
0
12
4
-8
4
8
8
-4
0
-4
-12
8
12
76
4
4
4
4
4
4
80
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
0
0
4
4
4
0
4
0
0
4
4
0
4
4
0
4
0
4
4
0
0
4
0
0
4
0
0
4
4
4
4
0
4
4
0
0
4
0
0
4
0
0
4
4
4
0
0
20
4
-16
0
0
0
0
16
-4
4
220
4
4
4
4
4
4
-12
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
0
0
4
0
0
4
0
0
4
0
0
4
4
0
0
4
0
0
4
0
0
4
0
0
4
0
0
4
0
4
4
0
4
4
4
4
0
0
4
0
4
0
4
0
0
4
0
4
0
4
4
0
0
8
16
0
-16
4
-4
4
-4
16
-4
8
-4
188
4
4
4
4
76
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
0
0
4
0
4
0
0
4
0
4
4
0
4
4
0
0
4
4
0
4
0
0
4
0
4
0
4
0
4
0
0
4
4
0
4
0
0
4
0
8
4
16
-8
-8
4
4
0
4
-12
8
-4
260
4
4
60
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
4
0
0
4
0
4
0
0
4
0
4
4
4
0
0
4
4
0
0
4
4
4
4
0
4
0
4
0
0
4
0
4
0
4
0
4
0
0
4
0
12
8
-12
12
-4
0
-4
8
72
4
4
4
144
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
4
4
4
4
0
4
0
4
0
4
0
4
0
0
4
0
4
0
4
0
4
0
4
0
4
4
4
0
0
4
0
4
0
4
20
0
0
-4
12
-8
4
0
-4
8
-20
20
228
4
4
4
4
-84
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
4
0
0
4
4
4
0
4
0
0
4
0
4
0
4
4
4
4
4
0
0
4
0
0
4
0
0
4
12
4
-4
0
-4
8
-4
-4
220
4
4
4
4
4
4
-128
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
4
0
0
4
0
0
4
0
4
0
4
0
0
4
4
4
0
4
0
0
4
4
0
4
0
4
0
4
0
0
4
4
0
0
4
0
4
0
0
4
0
4
4
0
0
4
0
0
4
4
0
0
4
0
0
4
0
28
-8
-12
24
-20
20
-8
0
-12
20
-20
8
16
4
0
0
-12
-16
256
4
4
4
4
4
4
-36
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
4
0
4
0
4
0
0
4
0
4
4
4
0
0
4
0
0
4
4
0
4
0
4
0
12
4
-4
4
24
0
-32
20
-12
-4
4
-4
12
16
-12
4
-8
-16
116
4
4
4
-56
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
4
0
0
4
0
4
0
4
0
4
0
4
0
0
4
0
0
4
0
0
4
0
4
4
0
0
4
0
4
0
0
4
0
4
0
0
4
0
4
0
0
4
0
0
4
4
0
4
0
4
0
0
4
0
0
4
0
0
4
0
4
0
28
-16
8
-12
20
-12
0
4
-4
12
-8
0
96
4
4
-28
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
4
0
4
0
4
0
4
4
4
0
4
4
4
4
4
0
4
0
0
4
0
0
4
0
4
0
4
4
4
0
4
0
4
4
0
4
4
4
0
0
4
0
4
0
4
0
0
4
0
0
24
12
-16
16
-4
-4
8
-12
4
-12
20
-12
8
-12
12
-24
116
4
4
4
4
-100
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
4
0
4
0
4
0
0
4
0
4
0
4
0
0
4
4
0
0
4
4
4
0
0
4
0
0
4
0
0
4
0
0
4
0
4
0
4
4
8
8
4
4
-8
8
0
0
-8
-4
264
4
4
4
-328
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
0
4
4
4
0
4
0
4
0
0
4
4
0
0
4
0
4
0
0
4
4
4
4
0
4
0
0
4
4
0
4
4
0
0
4
0
0
4
0
0
4
0
0
4
0
4
0
0
4
32
0
-12
16
-16
-12
32
-24
-8
20
-12
20
-16
-12
32
-16
-8
16
176
4
4
72
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
4
0
0
4
0
4
0
0
4
4
4
0
4
0
0
4
0
4
0
4
0
0
4
0
0
4
0
0
4
4
0
0
4
0
4
0
4
0
4
4
4
0
4
0
0
4
0
0
4
8
20
-12
4
8
-8
12
-8
12
-8
-12
16
-12
4
-12
-4
204
4
4
-128
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
4
0
0
4
0
4
4
0
4
0
4
0
0
4
4
0
4
0
4
4
4
0
4
4
4
0
4
4
0
4
4
4
0
4
0
0
4
0
4
0
0
4
0
16
12
0
0
-4
-4
0
8
-16
4
12
-12
124
4
4
4
4
-316
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
4
4
0
4
0
0
4
0
0
4
4
0
4
0
4
0
4
4
4
0
0
4
4
4
4
4
4
0
4
0
0
4
4
4
4
0
4
4
0
0
4
0
4
0
0
4
0
4
0
24
16
0
-12
4
-16
20
-4
8
-24
20
-12
-12
0
16
-12
-8
12
212
4
4
4
-180
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
4
0
0
4
0
4
4
4
0
0
4
0
0
4
0
0
4
4
4
4
4
4
0
4
4
0
0
4
0
4
4
0
4
0
0
4
8
12
-12
8
-4
8
-12
12
200
4
4
4
4
-368
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
4
0
4
0
4
4
0
4
4
4
4
4
0
4
0
0
4
4
4
4
0
4
4
0
12
0
0
4
4
-8
8
-4
120
4
4
4
0
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
4
0
0
4
0
4
0
0
4
0
0
4
0
4
4
0
0
4
4
4
0
0
4
0
4
4
0
4
0
32
-20
0
16
-20
8
-4
-4
32
-32
0
32
-28
24
-28
4
-4
24
192
4
4
4
4
-8
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
0
4
0
0
4
0
0
4
0
4
4
4
0
0
4
0
4
0
4
0
4
4
0
0
4
0
0
4
0
0
4
0
0
4
4
4
4
0
0
4
0
28
-8
8
0
-20
8
8
0
-16
4
8
4
92
4
4
4
4
4
