cycle,pc,if_pc,addr,hit,ml_busy,ml_done,pf_req,pf_addr,pf_accepted,pf_filled,pf_filled_addr,cache_stall,cache_pf_req,cache_pf_addr,pattern
6,8,20,0,0,0,0,0,0,0,0,0,1,0,0,1
9,8,24,0,1,0,0,0,0,0,0,0,0,0,0,2
16,8,24,0,1,0,0,0,0,0,0,0,0,0,0,2
23,8,24,0,1,0,0,0,0,0,0,0,0,0,0,2
30,8,24,0,1,0,0,0,0,0,0,0,0,0,0,2
37,8,24,0,1,0,0,0,0,0,0,0,0,0,0,2
44,8,24,0,1,0,0,0,0,0,0,0,0,0,0,2
51,8,24,0,1,0,0,0,0,0,0,0,0,0,0,2
57,32,48,0,1,0,0,0,0,0,0,0,0,0,0,2
59,40,52,4,0,1,0,0,0,0,0,0,1,0,0,2
62,40,56,4,1,1,0,0,0,0,0,0,0,0,0,2
63,48,60,4,1,1,0,0,0,0,0,0,0,0,0,2
64,48,64,4,1,1,0,0,0,0,0,0,0,0,0,3
71,32,48,0,1,1,0,0,0,0,0,0,0,0,0,2
73,40,56,4,1,1,0,0,0,0,0,0,0,0,0,2
75,48,60,8,0,1,0,0,0,0,0,0,1,0,0,2
78,48,64,8,1,1,0,0,0,0,0,0,0,0,0,3
85,32,48,0,1,1,0,0,0,0,0,0,0,0,0,2
87,40,56,4,1,1,0,0,0,0,0,0,0,0,0,2
89,48,64,8,1,1,0,0,0,0,0,0,0,0,0,3
95,72,88,0,1,1,0,0,0,0,0,0,0,0,0,3
97,80,92,16,0,1,0,0,0,0,0,0,1,0,0,3
100,80,96,16,1,1,0,0,0,0,0,0,0,0,0,3
101,88,100,16,1,1,0,0,0,0,0,0,0,0,0,3
102,88,104,16,1,1,0,0,0,0,0,0,0,0,0,3
104,96,108,12,0,1,0,0,0,0,0,0,1,0,0,0
107,96,112,12,1,1,0,0,0,0,0,0,0,0,0,0
113,72,88,12,1,1,0,0,0,0,0,0,0,0,0,3
115,80,92,28,0,1,0,0,0,0,0,0,1,0,0,3
118,80,96,28,1,1,0,0,0,0,0,0,0,0,0,3
119,88,100,28,1,1,0,0,0,0,0,0,0,0,0,3
120,88,104,28,1,1,0,0,0,0,0,0,0,0,0,3
122,96,108,24,0,1,0,0,0,0,0,0,1,0,0,0
125,96,112,24,1,1,0,0,0,0,0,0,0,0,0,0
131,72,88,24,1,1,0,0,0,0,0,0,0,0,0,3
133,80,92,40,0,1,0,0,0,0,0,0,1,0,0,3
136,80,96,40,1,1,0,0,0,0,0,0,0,0,0,3
137,88,100,40,1,1,0,0,0,0,0,0,0,0,0,3
138,88,104,40,1,1,0,0,0,0,0,0,0,0,0,3
140,96,108,36,0,1,0,0,0,0,0,0,1,0,0,0
143,96,112,36,1,1,0,0,0,0,0,0,0,0,0,0
149,72,88,36,1,1,0,0,0,0,0,0,0,0,0,3
151,80,92,52,0,1,0,0,0,0,0,0,1,0,0,3
154,80,96,52,1,1,0,0,0,0,0,0,0,0,0,3
155,88,100,52,1,1,0,0,0,0,0,0,0,0,0,3
156,88,104,52,1,1,0,0,0,0,0,0,0,0,0,3
158,96,108,48,0,1,0,0,0,0,0,0,1,0,0,0
161,96,112,48,1,1,0,0,0,0,0,0,0,0,0,0
167,72,88,48,1,1,0,0,0,0,0,0,0,0,0,3
169,80,92,64,0,1,0,0,0,0,0,0,1,0,0,3
172,80,96,64,1,1,0,0,0,0,0,0,0,0,0,3
173,88,100,64,1,1,0,0,0,0,0,0,0,0,0,3
174,88,104,64,1,1,0,0,0,0,0,0,0,0,0,3
176,96,108,60,0,1,0,0,0,0,0,0,1,0,0,0
179,96,112,60,1,1,0,0,0,0,0,0,0,0,0,0
185,72,88,60,1,1,0,0,0,0,0,0,0,0,0,3
187,80,92,76,0,1,0,0,0,0,0,0,1,0,0,3
190,80,96,76,1,1,0,0,0,0,0,0,0,0,0,3
191,88,100,76,1,1,0,0,0,0,0,0,0,0,0,3
192,88,104,76,1,1,0,0,0,0,0,0,0,0,0,3
194,96,108,72,0,1,0,0,0,0,0,0,1,0,0,0
197,96,112,72,1,1,0,0,0,0,0,0,0,0,0,0
203,72,88,72,1,1,0,0,0,0,0,0,0,0,0,3
205,80,92,88,0,1,0,0,0,0,0,0,1,0,0,3
208,80,96,88,1,1,0,0,0,0,0,0,0,0,0,3
209,88,100,88,1,1,0,0,0,0,0,0,0,0,0,3
210,88,104,88,1,1,0,0,0,0,0,0,0,0,0,3
212,96,108,84,0,1,0,0,0,0,0,0,1,0,0,0
215,96,112,84,1,1,0,0,0,0,0,0,0,0,0,0
221,72,88,84,1,1,0,0,0,0,0,0,0,0,0,3
223,80,92,100,0,1,0,0,0,0,0,0,1,0,0,3
226,80,96,100,1,1,0,0,0,0,0,0,0,0,0,3
227,88,100,100,1,1,0,0,0,0,0,0,0,0,0,3
228,88,104,100,1,1,0,0,0,0,0,0,0,0,0,3
230,96,108,96,0,1,0,0,0,0,0,0,1,0,0,0
233,96,112,96,1,1,0,0,0,0,0,0,0,0,0,0
239,72,88,96,1,1,0,0,0,0,0,0,0,0,0,3
241,80,92,112,0,1,0,0,0,0,0,0,1,0,0,3
244,80,96,112,1,1,0,0,0,0,0,0,0,0,0,3
245,88,100,112,1,1,0,0,0,0,0,0,0,0,0,3
246,88,104,112,1,1,0,0,0,0,0,0,0,0,0,3
248,96,108,108,0,1,0,0,0,0,0,0,1,0,0,0
251,96,112,108,1,1,0,0,0,0,0,0,0,0,0,0
257,72,88,108,1,1,0,0,0,0,0,0,0,0,0,3
259,80,92,124,0,1,0,0,0,0,0,0,1,0,0,3
262,80,96,124,1,1,0,0,0,0,0,0,0,0,0,3
263,88,100,124,1,1,0,0,0,0,0,0,0,0,0,3
264,88,104,124,1,1,0,0,0,0,0,0,0,0,0,3
266,96,108,120,0,1,0,0,0,0,0,0,1,0,0,0
269,96,112,120,1,1,0,0,0,0,0,0,0,0,0,0
275,72,88,120,1,1,0,0,0,0,0,0,0,0,0,3
277,80,92,136,0,1,0,0,0,0,0,0,1,0,0,3
280,80,96,136,1,1,0,0,0,0,0,0,0,0,0,3
281,88,100,136,1,1,0,0,0,0,0,0,0,0,0,3
282,88,104,136,1,1,0,0,0,0,0,0,0,0,0,3
284,96,108,132,0,1,0,0,0,0,0,0,1,0,0,0
287,96,112,132,1,1,0,0,0,0,0,0,0,0,0,0
293,72,88,132,1,1,0,0,0,0,0,0,0,0,0,3
295,80,92,148,0,1,0,0,0,0,0,0,1,0,0,3
298,80,96,148,1,1,0,0,0,0,0,0,0,0,0,3
299,88,100,148,1,1,0,0,0,0,0,0,0,0,0,3
300,88,104,148,1,1,0,0,0,0,0,0,0,0,0,3
302,96,108,144,0,1,0,0,0,0,0,0,1,0,0,0
305,96,112,144,1,1,0,0,0,0,0,0,0,0,0,0
311,72,88,144,1,1,0,0,0,0,0,0,0,0,0,3
313,80,92,160,0,1,0,0,0,0,0,0,1,0,0,3
316,80,96,160,1,1,0,0,0,0,0,0,0,0,0,3
317,88,100,160,1,1,0,0,0,0,0,0,0,0,0,3
318,88,104,160,1,1,0,0,0,0,0,0,0,0,0,3
320,96,108,156,0,1,0,0,0,0,0,0,1,0,0,0
323,96,112,156,1,1,0,0,0,0,0,0,0,0,0,0
329,72,88,156,1,1,0,0,0,0,0,0,0,0,0,3
331,80,92,172,0,1,0,0,0,0,0,0,1,0,0,3
334,80,96,172,1,1,0,0,0,0,0,0,0,0,0,3
335,88,100,172,1,1,0,0,0,0,0,0,0,0,0,3
336,88,104,172,1,1,0,0,0,0,0,0,0,0,0,3
338,96,108,168,0,1,0,0,0,0,0,0,1,0,0,0
341,96,112,168,1,1,0,0,0,0,0,0,0,0,0,0
347,72,88,168,1,1,0,0,0,0,0,0,0,0,0,3
349,80,92,184,0,1,0,0,0,0,0,0,1,0,0,3
352,80,96,184,1,1,0,0,0,0,0,0,0,0,0,3
353,88,100,184,1,1,0,0,0,0,0,0,0,0,0,3
354,88,104,184,1,1,0,0,0,0,0,0,0,0,0,3
356,96,108,180,0,1,0,0,0,0,0,0,1,0,0,0
359,96,112,180,1,1,0,0,0,0,0,0,0,0,0,0
365,72,88,180,1,1,0,0,0,0,0,0,0,0,0,3
367,80,92,196,0,1,0,0,0,0,0,0,1,0,0,3
370,80,96,196,1,1,0,0,0,0,0,0,0,0,0,3
371,88,100,196,1,1,0,0,0,0,0,0,0,0,0,3
372,88,104,196,1,1,0,0,0,0,0,0,0,0,0,3
374,96,108,192,0,1,0,0,0,0,0,0,1,0,0,0
377,96,112,192,1,1,0,0,0,0,0,0,0,0,0,0
383,72,88,192,1,1,0,0,0,0,0,0,0,0,0,3
385,80,92,208,0,1,0,0,0,0,0,0,1,0,0,3
388,80,96,208,1,1,0,0,0,0,0,0,0,0,0,3
389,88,100,208,1,1,0,0,0,0,0,0,0,0,0,3
390,88,104,208,1,1,0,0,0,0,0,0,0,0,0,3
392,96,108,204,0,1,0,0,0,0,0,0,1,0,0,0
395,96,112,204,1,1,0,0,0,0,0,0,0,0,0,0
401,72,88,204,1,1,0,0,0,0,0,0,0,0,0,3
403,80,92,220,0,1,0,0,0,0,0,0,1,0,0,3
406,80,96,220,1,1,0,0,0,0,0,0,0,0,0,3
407,88,100,220,1,1,0,0,0,0,0,0,0,0,0,3
408,88,104,220,1,1,0,0,0,0,0,0,0,0,0,3
410,96,108,216,0,1,0,0,0,0,0,0,1,0,0,0
413,96,112,216,1,1,0,0,0,0,0,0,0,0,0,0
419,72,88,216,1,1,0,0,0,0,0,0,0,0,0,3
421,80,92,232,0,1,0,0,0,0,0,0,1,0,0,3
424,80,96,232,1,1,0,0,0,0,0,0,0,0,0,3
425,88,100,232,1,1,0,0,0,0,0,0,0,0,0,3
426,88,104,232,1,1,0,0,0,0,0,0,0,0,0,3
428,96,108,228,0,1,0,0,0,0,0,0,1,0,0,0
431,96,112,228,1,1,0,0,0,0,0,0,0,0,0,0
437,72,88,228,1,1,0,0,0,0,0,0,0,0,0,3
439,80,92,244,0,1,0,0,0,0,0,0,1,0,0,3
442,80,96,244,1,1,0,0,0,0,0,0,0,0,0,3
443,88,100,244,1,1,0,0,0,0,0,0,0,0,0,3
444,88,104,244,1,1,0,0,0,0,0,0,0,0,0,3
446,96,108,240,0,1,0,0,0,0,0,0,1,0,0,0
449,96,112,240,1,1,0,0,0,0,0,0,0,0,0,0
455,72,88,240,1,1,0,0,0,0,0,0,0,0,0,3
457,80,92,256,0,1,0,0,0,0,0,0,1,0,0,3
460,80,96,256,1,1,0,0,0,0,0,0,0,0,0,3
461,88,100,256,1,1,0,0,0,0,0,0,0,0,0,3
462,88,104,256,1,1,0,0,0,0,0,0,0,0,0,3
464,96,108,252,0,1,0,0,0,0,0,0,1,0,0,0
467,96,112,252,1,1,0,0,0,0,0,0,0,0,0,0
473,72,88,252,1,1,0,0,0,0,0,0,0,0,0,3
475,80,92,268,0,1,0,0,0,0,0,0,1,0,0,3
478,80,96,268,1,1,0,0,0,0,0,0,0,0,0,3
479,88,100,268,1,1,0,0,0,0,0,0,0,0,0,3
480,88,104,268,1,1,0,0,0,0,0,0,0,0,0,3
482,96,108,264,0,1,0,0,0,0,0,0,1,0,0,0
485,96,112,264,1,1,0,0,0,0,0,0,0,0,0,0
491,72,88,264,1,1,0,0,0,0,0,0,0,0,0,3
493,80,92,280,0,1,0,0,0,0,0,0,1,0,0,3
496,80,96,280,1,1,0,0,0,0,0,0,0,0,0,3
497,88,100,280,1,1,0,0,0,0,0,0,0,0,0,3
498,88,104,280,1,1,0,0,0,0,0,0,0,0,0,3
500,96,108,276,0,1,0,0,0,0,0,0,1,0,0,0
503,96,112,276,1,1,0,0,0,0,0,0,0,0,0,0
509,72,88,276,1,1,0,0,0,0,0,0,0,0,0,3
511,80,92,292,0,1,0,0,0,0,0,0,1,0,0,3
514,80,96,292,1,1,0,0,0,0,0,0,0,0,0,3
515,88,100,292,1,1,0,0,0,0,0,0,0,0,0,3
516,88,104,292,1,1,0,0,0,0,0,0,0,0,0,3
518,96,108,288,0,1,0,0,0,0,0,0,1,0,0,0
521,96,112,288,1,1,0,0,0,0,0,0,0,0,0,0
527,72,88,288,1,1,0,0,0,0,0,0,0,0,0,3
529,80,92,304,0,1,0,0,0,0,0,0,1,0,0,3
532,80,96,304,1,1,0,0,0,0,0,0,0,0,0,3
533,88,100,304,1,1,0,0,0,0,0,0,0,0,0,3
534,88,104,304,1,1,0,0,0,0,0,0,0,0,0,3
536,96,108,300,0,1,0,0,0,0,0,0,1,0,0,0
539,96,112,300,1,1,0,0,0,0,0,0,0,0,0,0
545,72,88,300,1,1,0,0,0,0,0,0,0,0,0,3
547,80,92,316,0,1,0,0,0,0,0,0,1,0,0,3
550,80,96,316,1,1,0,0,0,0,0,0,0,0,0,3
551,88,100,316,1,1,0,0,0,0,0,0,0,0,0,3
552,88,104,316,1,1,0,0,0,0,0,0,0,0,0,3
554,96,108,312,0,1,0,0,0,0,0,0,1,0,0,0
557,96,112,312,1,1,0,0,0,0,0,0,0,0,0,0
563,72,88,312,1,1,0,0,0,0,0,0,0,0,0,3
565,80,92,328,0,1,0,0,0,0,0,0,1,0,0,3
568,80,96,328,1,1,0,0,0,0,0,0,0,0,0,3
569,88,100,328,1,1,0,0,0,0,0,0,0,0,0,3
570,88,104,328,1,1,0,0,0,0,0,0,0,0,0,3
572,96,108,324,0,1,0,0,0,0,0,0,1,0,0,0
575,96,112,324,1,1,0,0,0,0,0,0,0,0,0,0
581,72,88,324,1,1,0,0,0,0,0,0,0,0,0,3
583,80,92,340,0,1,0,0,0,0,0,0,1,0,0,3
586,80,96,340,1,1,0,0,0,0,0,0,0,0,0,3
587,88,100,340,1,1,0,0,0,0,0,0,0,0,0,3
588,88,104,340,1,1,0,0,0,0,0,0,0,0,0,3
590,96,108,336,0,1,0,0,0,0,0,0,1,0,0,0
593,96,112,336,1,1,0,0,0,0,0,0,0,0,0,0
599,72,88,336,1,1,0,0,0,0,0,0,0,0,0,3
601,80,92,352,0,1,0,0,0,0,0,0,1,0,0,3
604,80,96,352,1,1,0,0,0,0,0,0,0,0,0,3
605,88,100,352,1,1,0,0,0,0,0,0,0,0,0,3
606,88,104,352,1,1,0,0,0,0,0,0,0,0,0,3
608,96,108,348,0,1,0,0,0,0,0,0,1,0,0,0
611,96,112,348,1,1,0,0,0,0,0,0,0,0,0,0
617,72,88,348,1,1,0,0,0,0,0,0,0,0,0,3
619,80,92,364,0,1,0,0,0,0,0,0,1,0,0,3
622,80,96,364,1,1,0,0,0,0,0,0,0,0,0,3
623,88,100,364,1,1,0,0,0,0,0,0,0,0,0,3
624,88,104,364,1,1,0,0,0,0,0,0,0,0,0,3
626,96,108,360,0,1,0,0,0,0,0,0,1,0,0,0
629,96,112,360,1,1,0,0,0,0,0,0,0,0,0,0
635,72,88,360,1,1,0,0,0,0,0,0,0,0,0,3
637,80,92,376,0,1,0,0,0,0,0,0,1,0,0,3
640,80,96,376,1,1,0,0,0,0,0,0,0,0,0,3
641,88,100,376,1,1,0,0,0,0,0,0,0,0,0,3
642,88,104,376,1,1,0,0,0,0,0,0,0,0,0,3
644,96,108,372,0,1,0,0,0,0,0,0,1,0,0,0
647,96,112,372,1,1,0,0,0,0,0,0,0,0,0,0
653,72,88,372,1,1,0,0,0,0,0,0,0,0,0,3
655,80,92,388,0,1,0,0,0,0,0,0,1,0,0,3
658,80,96,388,1,1,0,0,0,0,0,0,0,0,0,3
659,88,100,388,1,1,0,0,0,0,0,0,0,0,0,3
660,88,104,388,1,1,0,0,0,0,0,0,0,0,0,3
662,96,108,384,0,1,0,0,0,0,0,0,1,0,0,0
665,96,112,384,1,1,0,0,0,0,0,0,0,0,0,0
671,72,88,384,1,1,0,0,0,0,0,0,0,0,0,3
673,80,92,400,0,1,0,0,0,0,0,0,1,0,0,3
676,80,96,400,1,1,0,0,0,0,0,0,0,0,0,3
677,88,100,400,1,1,0,0,0,0,0,0,0,0,0,3
678,88,104,400,1,1,0,0,0,0,0,0,0,0,0,3
680,96,108,396,0,1,0,0,0,0,0,0,1,0,0,0
683,96,112,396,1,1,0,0,0,0,0,0,0,0,0,0
689,72,88,396,1,1,0,0,0,0,0,0,0,0,0,3
691,80,92,412,0,1,0,0,0,0,0,0,1,0,0,3
694,80,96,412,1,1,0,0,0,0,0,0,0,0,0,3
695,88,100,412,1,1,0,0,0,0,0,0,0,0,0,3
696,88,104,412,1,1,0,0,0,0,0,0,0,0,0,3
698,96,108,408,0,1,0,0,0,0,0,0,1,0,0,0
701,96,112,408,1,1,0,0,0,0,0,0,0,0,0,0
707,72,88,408,1,1,0,0,0,0,0,0,0,0,0,3
709,80,92,424,0,1,0,0,0,0,0,0,1,0,0,3
712,80,96,424,1,1,0,0,0,0,0,0,0,0,0,3
713,88,100,424,1,1,0,0,0,0,0,0,0,0,0,3
714,88,104,424,1,1,0,0,0,0,0,0,0,0,0,3
716,96,108,420,0,1,0,0,0,0,0,0,1,0,0,0
719,96,112,420,1,1,0,0,0,0,0,0,0,0,0,0
725,72,88,420,1,1,0,0,0,0,0,0,0,0,0,3
727,80,92,436,0,1,0,0,0,0,0,0,1,0,0,3
730,80,96,436,1,1,0,0,0,0,0,0,0,0,0,3
731,88,100,436,1,1,0,0,0,0,0,0,0,0,0,3
732,88,104,436,1,1,0,0,0,0,0,0,0,0,0,3
734,96,108,432,0,1,0,0,0,0,0,0,1,0,0,0
737,96,112,432,1,1,0,0,0,0,0,0,0,0,0,0
743,72,88,432,1,1,0,0,0,0,0,0,0,0,0,3
745,80,92,448,0,1,0,0,0,0,0,0,1,0,0,3
748,80,96,448,1,1,0,0,0,0,0,0,0,0,0,3
749,88,100,448,1,1,0,0,0,0,0,0,0,0,0,3
750,88,104,448,1,1,0,0,0,0,0,0,0,0,0,3
752,96,108,444,0,1,0,0,0,0,0,0,1,0,0,0
755,96,112,444,1,1,0,0,0,0,0,0,0,0,0,0
761,72,88,444,1,1,0,0,0,0,0,0,0,0,0,3
763,80,92,460,0,1,0,0,0,0,0,0,1,0,0,3
766,80,96,460,1,1,0,0,0,0,0,0,0,0,0,3
767,88,100,460,1,1,0,0,0,0,0,0,0,0,0,3
768,88,104,460,1,1,0,0,0,0,0,0,0,0,0,3
770,96,108,456,0,1,0,0,0,0,0,0,1,0,0,0
773,96,112,456,1,1,0,0,0,0,0,0,0,0,0,0
779,72,88,456,1,1,0,0,0,0,0,0,0,0,0,3
781,80,92,472,0,1,0,0,0,0,0,0,1,0,0,3
784,80,96,472,1,1,0,0,0,0,0,0,0,0,0,3
785,88,100,472,1,1,0,0,0,0,0,0,0,0,0,3
786,88,104,472,1,1,0,0,0,0,0,0,0,0,0,3
788,96,108,468,0,1,0,0,0,0,0,0,1,0,0,0
791,96,112,468,1,1,0,0,0,0,0,0,0,0,0,0
797,72,88,468,1,1,0,0,0,0,0,0,0,0,0,3
799,80,92,484,0,1,0,0,0,0,0,0,1,0,0,3
802,80,96,484,1,1,0,0,0,0,0,0,0,0,0,3
803,88,100,484,1,1,0,0,0,0,0,0,0,0,0,3
804,88,104,484,1,1,0,0,0,0,0,0,0,0,0,3
806,96,108,480,0,1,0,0,0,0,0,0,1,0,0,0
809,96,112,480,1,1,0,0,0,0,0,0,0,0,0,0
815,72,88,480,1,1,0,0,0,0,0,0,0,0,0,3
817,80,92,496,0,1,0,0,0,0,0,0,1,0,0,3
820,80,96,496,1,1,0,0,0,0,0,0,0,0,0,3
821,88,100,496,1,1,0,0,0,0,0,0,0,0,0,3
822,88,104,496,1,1,0,0,0,0,0,0,0,0,0,3
824,96,108,492,0,1,0,0,0,0,0,0,1,0,0,0
827,96,112,492,1,1,0,0,0,0,0,0,0,0,0,0
833,72,88,492,1,1,0,0,0,0,0,0,0,0,0,3
835,80,92,508,0,1,0,0,0,0,0,0,1,0,0,3
838,80,96,508,1,1,0,0,0,0,0,0,0,0,0,3
839,88,100,508,1,1,0,0,0,0,0,0,0,0,0,3
840,88,104,508,1,1,0,0,0,0,0,0,0,0,0,3
842,96,108,504,0,1,0,0,0,0,0,0,1,0,0,0
845,96,112,504,1,1,0,0,0,0,0,0,0,0,0,0
851,72,88,504,1,1,0,0,0,0,0,0,0,0,0,3
853,80,92,520,0,1,0,0,0,0,0,0,1,0,0,3
856,80,96,520,1,1,0,0,0,0,0,0,0,0,0,3
857,88,100,520,1,1,0,0,0,0,0,0,0,0,0,3
858,88,104,520,1,1,0,0,0,0,0,0,0,0,0,3
860,96,108,516,0,1,0,0,0,0,0,0,1,0,0,0
863,96,112,516,1,1,0,0,0,0,0,0,0,0,0,0
869,72,88,516,1,1,0,0,0,0,0,0,0,0,0,3
871,80,92,532,0,1,0,0,0,0,0,0,1,0,0,3
874,80,96,532,1,1,0,0,0,0,0,0,0,0,0,3
875,88,100,532,1,1,0,0,0,0,0,0,0,0,0,3
876,88,104,532,1,1,0,0,0,0,0,0,0,0,0,3
878,96,108,528,0,1,0,0,0,0,0,0,1,0,0,0
881,96,112,528,1,1,0,0,0,0,0,0,0,0,0,0
887,72,88,528,1,1,0,0,0,0,0,0,0,0,0,3
889,80,92,544,0,1,0,0,0,0,0,0,1,0,0,3
892,80,96,544,1,1,0,0,0,0,0,0,0,0,0,3
893,88,100,544,1,1,0,0,0,0,0,0,0,0,0,3
894,88,104,544,1,1,0,0,0,0,0,0,0,0,0,3
896,96,108,540,0,1,0,0,0,0,0,0,1,0,0,0
899,96,112,540,1,1,0,0,0,0,0,0,0,0,0,0
905,72,88,540,1,1,0,0,0,0,0,0,0,0,0,3
907,80,92,556,0,1,0,0,0,0,0,0,1,0,0,3
910,80,96,556,1,1,0,0,0,0,0,0,0,0,0,3
911,88,100,556,1,1,0,0,0,0,0,0,0,0,0,3
912,88,104,556,1,1,0,0,0,0,0,0,0,0,0,3
914,96,108,552,0,1,0,0,0,0,0,0,1,0,0,0
917,96,112,552,1,1,0,0,0,0,0,0,0,0,0,0
923,72,88,552,1,1,0,0,0,0,0,0,0,0,0,3
925,80,92,568,0,1,0,0,0,0,0,0,1,0,0,3
928,80,96,568,1,1,0,0,0,0,0,0,0,0,0,3
929,88,100,568,1,1,0,0,0,0,0,0,0,0,0,3
930,88,104,568,1,1,0,0,0,0,0,0,0,0,0,3
932,96,108,564,0,1,0,0,0,0,0,0,1,0,0,0
935,96,112,564,1,1,0,0,0,0,0,0,0,0,0,0
941,72,88,564,1,1,0,0,0,0,0,0,0,0,0,3
943,80,92,580,0,1,0,0,0,0,0,0,1,0,0,3
946,80,96,580,1,1,0,0,0,0,0,0,0,0,0,3
947,88,100,580,1,1,0,0,0,0,0,0,0,0,0,3
948,88,104,580,1,1,0,0,0,0,0,0,0,0,0,3
950,96,108,576,0,1,0,0,0,0,0,0,1,0,0,0
953,96,112,576,1,1,0,0,0,0,0,0,0,0,0,0
959,72,88,576,1,1,0,0,0,0,0,0,0,0,0,3
961,80,92,592,0,1,0,0,0,0,0,0,1,0,0,3
964,80,96,592,1,1,0,0,0,0,0,0,0,0,0,3
965,88,100,592,1,1,0,0,0,0,0,0,0,0,0,3
966,88,104,592,1,1,0,0,0,0,0,0,0,0,0,3
968,96,108,588,0,1,0,0,0,0,0,0,1,0,0,0
971,96,112,588,1,1,0,0,0,0,0,0,0,0,0,0
977,72,88,588,1,1,0,0,0,0,0,0,0,0,0,3
979,80,92,604,0,1,0,0,0,0,0,0,1,0,0,3
982,80,96,604,1,1,0,0,0,0,0,0,0,0,0,3
983,88,100,604,1,1,0,0,0,0,0,0,0,0,0,3
984,88,104,604,1,1,0,0,0,0,0,0,0,0,0,3
986,96,108,600,0,1,0,0,0,0,0,0,1,0,0,0
989,96,112,600,1,1,0,0,0,0,0,0,0,0,0,0
995,72,88,600,1,1,0,0,0,0,0,0,0,0,0,3
997,80,92,616,0,1,0,0,0,0,0,0,1,0,0,3
1000,80,96,616,1,1,0,0,0,0,0,0,0,0,0,3
1001,88,100,616,1,1,0,0,0,0,0,0,0,0,0,3
1002,88,104,616,1,1,0,0,0,0,0,0,0,0,0,3
1004,96,108,612,0,1,0,0,0,0,0,0,1,0,0,0
1007,96,112,612,1,1,0,0,0,0,0,0,0,0,0,0
1013,72,88,612,1,1,0,0,0,0,0,0,0,0,0,3
1015,80,92,628,0,1,0,0,0,0,0,0,1,0,0,3
1018,80,96,628,1,1,0,0,0,0,0,0,0,0,0,3
1019,88,100,628,1,1,0,0,0,0,0,0,0,0,0,3
1020,88,104,628,1,1,0,0,0,0,0,0,0,0,0,3
1022,96,108,624,0,1,0,0,0,0,0,0,1,0,0,0
1025,96,112,624,1,1,0,0,0,0,0,0,0,0,0,0
1031,72,88,624,1,1,0,0,0,0,0,0,0,0,0,3
1033,80,92,640,0,1,0,0,0,0,0,0,1,0,0,3
1036,80,96,640,1,1,0,0,0,0,0,0,0,0,0,3
1037,88,100,640,1,1,0,0,0,0,0,0,0,0,0,3
1038,88,104,640,1,1,0,0,0,0,0,0,0,0,0,3
1040,96,108,636,0,1,0,0,0,0,0,0,1,0,0,0
1043,96,112,636,1,1,0,0,0,0,0,0,0,0,0,0
1049,72,88,636,1,1,0,0,0,0,0,0,0,0,0,3
1051,80,92,652,0,1,0,0,0,0,0,0,1,0,0,3
1054,80,96,652,1,1,0,0,0,0,0,0,0,0,0,3
1055,88,100,652,1,1,0,0,0,0,0,0,0,0,0,3
1056,88,104,652,1,1,0,0,0,0,0,0,0,0,0,3
1058,96,108,648,0,1,0,0,0,0,0,0,1,0,0,0
1061,96,112,648,1,1,0,0,0,0,0,0,0,0,0,0
1067,72,88,648,1,1,0,0,0,0,0,0,0,0,0,3
1069,80,92,664,0,1,0,0,0,0,0,0,1,0,0,3
1072,80,96,664,1,1,0,0,0,0,0,0,0,0,0,3
1073,88,100,664,1,1,0,0,0,0,0,0,0,0,0,3
1074,88,104,664,1,1,0,0,0,0,0,0,0,0,0,3
1076,96,108,660,0,1,0,0,0,0,0,0,1,0,0,0
1079,96,112,660,1,1,0,0,0,0,0,0,0,0,0,0
1085,72,88,660,1,1,0,0,0,0,0,0,0,0,0,3
1087,80,92,676,0,1,0,0,0,0,0,0,1,0,0,3
1090,80,96,676,1,1,0,0,0,0,0,0,0,0,0,3
1091,88,100,676,1,1,0,0,0,0,0,0,0,0,0,3
1092,88,104,676,1,1,0,0,0,0,0,0,0,0,0,3
1094,96,108,672,0,1,0,0,0,0,0,0,1,0,0,0
1097,96,112,672,1,1,0,0,0,0,0,0,0,0,0,0
1103,72,88,672,1,1,0,0,0,0,0,0,0,0,0,3
1105,80,92,688,0,1,0,0,0,0,0,0,1,0,0,3
1108,80,96,688,1,1,0,0,0,0,0,0,0,0,0,3
1109,88,100,688,1,1,0,0,0,0,0,0,0,0,0,3
1110,88,104,688,1,1,0,0,0,0,0,0,0,0,0,3
1112,96,108,684,0,1,0,0,0,0,0,0,1,0,0,0
1115,96,112,684,1,1,0,0,0,0,0,0,0,0,0,0
1121,72,88,684,1,1,0,0,0,0,0,0,0,0,0,3
1123,80,92,700,0,1,0,0,0,0,0,0,1,0,0,3
1126,80,96,700,1,1,0,0,0,0,0,0,0,0,0,3
1127,88,100,700,1,1,0,0,0,0,0,0,0,0,0,3
1128,88,104,700,1,1,0,0,0,0,0,0,0,0,0,3
1130,96,108,696,0,1,0,0,0,0,0,0,1,0,0,0
1133,96,112,696,1,1,0,0,0,0,0,0,0,0,0,0
1139,72,88,696,1,1,0,0,0,0,0,0,0,0,0,3
1141,80,92,712,0,1,0,0,0,0,0,0,1,0,0,3
1144,80,96,712,1,1,0,0,0,0,0,0,0,0,0,3
1145,88,100,712,1,1,0,0,0,0,0,0,0,0,0,3
1146,88,104,712,1,1,0,0,0,0,0,0,0,0,0,3
1148,96,108,708,0,1,0,0,0,0,0,0,1,0,0,0
